comment_id,num_tokens,avg_word_length,num_sentences,num_nouns,num_verbs,num_adjectives,num_adverbs,num_pronouns,num_conjunctions,num_determiners,constructive_category,comment_text
184,183,3.7158469945355193,4,18,17,3,26,15,3,12,0,
185,170,4.264705882352941,4,17,20,17,8,23,9,15,0,
186,139,4.748201438848921,2,34,11,20,2,7,2,14,0,
187,96,4.59375,3,27,9,14,5,6,1,7,0,
188,150,3.6733333333333333,3,37,9,13,6,17,5,14,1,
189,368,3.703804347826087,6,72,15,34,34,22,22,38,1,
190,2728,4.83541055718475,14,609,326,334,123,187,52,218,1,
191,580,4.2844827586206895,8,91,74,34,42,52,13,51,1,
192,126,4.380952380952381,2,28,9,19,2,5,5,10,0,
193,527,4.675521821631879,7,66,53,48,36,28,22,64,1,
194,277,4.180505415162455,6,40,38,20,25,11,0,20,0,
195,881,4.180476730987515,11,167,104,68,67,30,25,49,1,
196,203,4.359605911330049,5,63,18,10,4,4,12,10,0,
197,442,4.527149321266968,7,93,54,39,32,12,7,54,1,
198,962,3.70997920997921,9,193,66,70,34,114,40,95,1,
199,159,3.893081761006289,3,44,13,12,12,3,8,16,0,
200,57,4.43859649122807,4,13,10,7,2,3,3,2,0,
201,222,4.594594594594595,2,51,21,25,6,17,4,23,0,
202,528,4.409090909090909,6,103,69,29,14,60,12,61,1,
203,306,4.045751633986928,4,47,35,19,15,28,13,23,1,
204,41,4.2682926829268295,2,3,8,0,1,2,0,7,0,
205,230,4.739130434782608,4,48,31,13,11,6,7,28,1,
206,423,4.07565011820331,6,53,52,27,38,54,7,22,1,
207,330,4.321212121212121,6,14,29,22,21,30,13,4,1,
208,384,4.2265625,6,69,50,27,18,38,11,37,1,
209,170,3.9176470588235293,4,21,19,13,15,15,8,10,0,
210,880,4.404545454545454,6,155,95,87,45,49,40,118,1,
211,163,4.251533742331288,2,25,17,19,6,13,2,19,0,
212,1081,4.77890841813136,8,223,75,122,46,50,25,117,1,
213,278,4.787769784172662,5,46,38,29,29,16,16,9,0,
214,33,3.9393939393939394,1,3,6,3,3,0,2,4,0,
215,1368,4.106725146198831,9,212,170,139,85,149,67,99,1,
216,2421,4.5278810408921935,18,389,392,173,65,257,32,245,1,
217,1714,4.424154025670945,13,263,187,189,65,121,84,124,1,
218,643,3.9300155520995332,9,107,69,41,17,56,26,61,1,
219,137,4.036496350364963,3,29,15,1,5,7,2,22,0,
220,513,3.814814814814815,7,94,41,50,16,55,23,53,1,
221,267,4.3632958801498125,5,37,30,12,11,6,4,31,0,
222,105,3.857142857142857,3,23,6,14,0,9,5,3,1,
223,194,4.628865979381444,4,27,23,10,13,14,11,6,1,
224,570,4.207017543859649,7,97,67,37,39,50,39,32,1,
225,75,4.24,2,18,12,2,5,9,6,5,0,
226,339,4.241887905604719,5,61,27,32,31,38,9,23,1,
227,72,4.125,3,13,4,6,6,6,2,9,0,
228,118,3.457627118644068,3,14,18,4,6,20,0,9,0,
229,241,3.879668049792531,4,44,34,20,11,34,3,12,0,
230,603,4.160862354892205,10,185,59,33,19,43,27,61,1,
231,1129,3.983170947741364,9,235,126,70,46,98,25,78,1,
232,368,4.434782608695652,5,120,45,25,21,8,18,49,1,
233,428,4.046728971962617,6,102,43,21,20,28,19,38,1,
234,963,3.921079958463136,10,160,119,80,72,121,24,46,1,
235,353,3.6203966005665724,5,54,37,22,23,23,6,24,1,
236,3157,4.90655685777637,18,791,294,378,97,163,132,310,1,
237,399,4.483709273182957,4,97,53,23,35,6,23,29,1,
238,2627,3.8865626189569853,16,344,260,285,142,267,102,284,1,
239,416,4.336538461538462,5,102,24,32,32,20,14,54,1,
240,1105,4.2361990950226245,8,189,87,129,37,101,30,100,1,
241,105,4.6380952380952385,2,24,10,9,7,4,1,14,0,
242,569,3.885764499121265,8,70,76,46,34,49,4,47,1,
243,24,4.0,1,2,4,1,1,4,1,3,1,
244,1275,4.2007843137254905,8,227,125,102,50,63,38,163,1,
245,899,4.03559510567297,9,157,85,52,48,57,12,49,1,
246,251,5.314741035856573,4,44,19,26,13,5,13,20,0,
247,75,4.413333333333333,2,14,13,0,6,5,1,7,0,
248,447,4.54586129753915,6,95,36,29,26,51,10,27,1,
249,906,4.391832229580574,10,124,94,56,51,95,16,102,1,
250,129,3.992248062015504,4,16,13,4,5,15,4,13,1,
251,197,4.766497461928934,4,44,23,21,4,7,1,31,0,
252,1660,4.593373493975903,10,414,87,105,124,42,48,182,1,
253,236,4.237288135593221,4,41,31,12,11,30,10,18,1,
254,1186,3.8322091062394605,12,208,117,82,66,142,41,144,1,
255,585,4.8,7,109,70,52,26,35,22,39,1,
256,137,4.364963503649635,3,42,7,12,6,6,10,11,1,
257,99,4.434343434343434,2,13,10,10,4,6,0,13,0,
258,543,4.692449355432781,8,139,63,43,49,13,18,29,1,
259,622,3.8987138263665595,8,77,78,37,54,98,7,32,1,
260,193,4.108808290155441,5,29,27,3,11,27,8,20,0,
261,221,4.276018099547511,5,47,26,11,17,13,7,19,1,
262,2124,4.019303201506592,15,287,237,137,180,199,65,188,1,
263,58,5.293103448275862,2,7,4,2,3,3,0,1,0,
264,925,3.31027027027027,11,96,130,61,92,169,24,16,1,
265,1561,4.258808456117873,13,289,178,90,57,118,38,195,1,
266,73,3.8219178082191783,2,8,10,1,0,8,4,6,0,
267,140,4.564285714285714,2,31,13,9,0,10,4,18,0,
268,1263,4.382422802850356,10,205,133,86,52,77,31,142,1,
269,1292,4.292569659442725,13,147,144,64,65,53,35,104,1,
270,145,4.524137931034483,3,34,18,9,5,7,0,19,1,
271,84,4.488095238095238,3,14,13,14,4,7,2,6,0,
272,925,4.41945945945946,7,177,90,56,23,90,30,97,1,
273,149,4.483221476510067,4,42,15,12,2,10,4,7,0,
274,111,4.648648648648648,3,24,13,6,7,6,2,9,0,
275,247,4.060728744939271,3,33,36,17,10,24,10,20,1,
276,295,4.488135593220339,4,60,50,9,6,16,3,41,0,
277,536,3.8041044776119404,10,88,38,40,9,86,18,17,1,
278,467,4.062098501070664,9,113,66,29,12,29,4,63,1,
279,198,4.459595959595959,4,41,20,17,13,14,3,16,1,
280,225,4.093333333333334,4,37,33,21,17,22,13,10,1,
281,532,4.084586466165414,6,102,59,54,16,53,10,58,1,
282,418,3.5311004784688995,5,67,48,25,10,63,15,37,1,
283,489,3.946830265848671,6,116,56,27,8,37,6,38,1,
284,150,4.68,3,30,23,16,4,14,8,11,0,
285,167,4.706586826347305,4,25,24,24,9,19,5,10,0,
286,15,3.6666666666666665,1,1,3,1,1,2,0,1,0,
287,637,4.345368916797488,7,157,63,45,22,27,11,106,1,
288,179,4.374301675977653,4,42,13,17,4,4,21,11,0,
289,797,4.066499372647428,8,128,111,43,20,77,40,74,1,
290,213,3.9812206572769955,3,52,26,15,7,13,6,42,0,
291,66,4.333333333333333,2,12,9,0,2,5,2,7,0,
292,126,4.7063492063492065,3,44,16,3,1,4,2,15,1,
293,599,4.72787979966611,7,115,113,26,20,40,9,95,1,
294,236,4.0974576271186445,4,37,26,13,7,21,13,23,0,
295,529,4.431001890359168,5,121,47,50,9,31,10,72,1,
296,718,4.0654596100278555,9,126,74,62,24,89,21,51,1,
297,113,4.371681415929204,3,29,12,1,4,13,6,10,0,
298,217,3.9769585253456223,5,24,30,10,30,21,10,17,1,
299,366,4.502732240437158,6,52,40,36,12,31,13,44,1,
300,716,4.090782122905028,8,129,67,72,27,54,21,59,1,
301,955,4.194764397905759,9,109,81,71,66,39,30,115,1,
302,542,4.7380073800738005,5,86,65,44,37,33,25,34,1,
303,1237,3.705739692805174,12,227,167,54,85,133,27,139,1,
304,149,4.268456375838926,3,38,15,10,8,10,8,22,0,
305,447,4.767337807606264,7,95,48,19,16,25,3,24,1,
306,744,4.629032258064516,7,196,68,58,41,72,36,39,1,
307,2512,4.392914012738854,14,471,168,184,123,85,83,239,1,
308,55,5.672727272727273,1,15,5,8,1,2,2,5,0,
309,483,4.194616977225673,5,84,47,49,24,30,33,46,1,
310,158,3.911392405063291,3,27,20,6,9,4,5,12,1,
311,1033,4.466602129719265,13,198,114,114,14,97,12,79,1,
312,128,4.546875,2,20,15,18,7,6,6,7,0,
313,326,4.4969325153374236,5,47,32,15,8,8,14,26,1,
314,131,4.236641221374046,3,27,21,11,2,10,4,16,1,
315,508,4.34251968503937,5,102,59,17,35,44,14,56,1,
316,204,4.568627450980392,4,43,29,8,8,31,1,8,0,
317,42,3.9761904761904763,2,6,4,7,1,2,1,6,0,
318,106,4.811320754716981,3,22,8,20,0,2,0,17,0,
319,3788,4.675818373812038,15,637,307,422,184,157,157,422,1,
320,454,4.389867841409692,4,101,39,29,21,30,12,34,1,
321,169,4.3017751479289945,4,32,16,8,0,7,7,16,0,
322,3149,4.482057796125754,16,470,311,197,155,214,130,168,1,
323,40,4.975,1,8,5,2,1,2,1,4,0,
324,159,3.893081761006289,3,44,13,12,12,3,8,16,0,
325,1691,3.9467770549970433,14,289,205,101,101,146,39,141,1,
326,1349,4.257227575982209,10,278,181,71,113,86,26,66,1,
327,595,3.9630252100840337,10,92,62,58,36,31,24,73,1,
328,519,4.196531791907514,7,90,47,23,42,48,15,23,1,
329,964,4.58298755186722,10,162,95,89,56,55,17,90,1,
330,2165,4.474826789838337,17,423,258,240,136,186,48,87,1,
331,89,4.303370786516854,3,13,7,10,7,12,4,8,0,
332,511,4.6438356164383565,7,104,58,53,42,39,14,59,1,
333,972,3.7602880658436213,10,146,112,53,74,160,16,91,1,
334,228,4.390350877192983,5,39,19,21,20,13,0,18,0,
335,227,4.422907488986784,4,48,19,21,13,17,7,21,0,
336,469,4.59275053304904,6,78,30,42,14,16,10,39,1,
337,70,3.8,1,9,8,8,3,2,1,6,0,
338,11689,3.776798699632133,41,2018,959,1073,441,772,338,963,1,
339,1656,4.105072463768116,17,189,166,255,82,102,48,140,1,
340,693,4.212121212121212,7,131,62,48,36,66,38,56,1,
341,640,4.6984375,7,141,70,41,16,46,34,36,1,
342,770,4.6922077922077925,8,191,106,65,85,92,29,37,1,
343,1195,4.219246861924686,10,170,147,66,66,135,26,111,1,
344,935,3.7518716577540108,9,165,133,65,52,111,16,89,1,
345,701,4.422253922967189,10,145,115,25,38,99,2,61,1,
346,292,4.513698630136986,7,42,14,33,12,3,9,25,0,
347,25,3.84,1,4,4,0,1,3,1,2,0,
348,426,3.9976525821596245,6,66,52,18,24,32,2,43,1,
349,467,4.383297644539614,7,83,30,39,32,23,16,19,1,
350,194,4.711340206185567,4,58,16,17,5,2,3,19,0,
351,53,4.226415094339623,2,7,9,4,1,2,0,6,1,
352,193,4.3264248704663215,5,23,28,1,4,15,7,17,0,
353,183,4.043715846994536,4,24,22,11,9,28,2,10,0,
354,42,3.7857142857142856,2,4,7,5,2,6,0,2,0,
355,237,3.978902953586498,3,34,17,26,13,12,9,17,0,
356,356,3.8707865168539324,5,62,23,27,14,15,2,44,1,
357,171,4.099415204678363,4,23,20,8,3,7,2,26,0,
358,145,3.972413793103448,3,22,14,12,8,6,5,9,1,
359,128,4.15625,3,24,20,7,3,15,11,15,0,
360,157,4.43312101910828,3,22,16,13,16,4,7,14,0,
361,225,3.8177777777777777,4,51,15,12,3,20,10,33,1,
362,42,4.285714285714286,1,9,3,7,0,0,3,4,0,
363,788,4.41497461928934,13,166,66,59,29,30,11,63,1,
364,384,3.59375,7,50,46,41,34,64,12,14,1,
365,124,4.225806451612903,4,30,11,17,5,7,6,12,0,
366,218,4.720183486238532,4,40,26,25,9,23,8,24,0,
367,1671,4.470975463794136,14,307,261,160,165,139,71,87,1,
368,467,4.293361884368308,6,50,41,95,27,19,22,35,1,
369,79,4.594936708860759,2,12,11,6,7,11,4,4,0,
370,556,4.33273381294964,7,112,79,51,39,27,26,52,1,
371,125,4.696,3,13,9,18,13,6,4,11,0,
372,804,3.890547263681592,7,127,88,105,65,47,22,62,1,
373,333,5.408408408408408,4,62,32,33,16,18,5,29,1,
374,43,4.534883720930233,2,13,5,3,0,2,0,5,0,
375,32,4.9375,1,4,6,6,2,2,0,2,0,
376,69,4.405797101449275,2,13,4,6,1,5,0,9,0,
377,27,4.62962962962963,1,2,5,4,3,2,2,0,0,
378,123,4.471544715447155,2,24,16,5,8,4,6,14,0,
379,318,4.2924528301886795,6,56,36,30,17,21,14,34,1,
380,91,4.175824175824176,3,6,10,8,8,10,4,9,0,
381,438,3.949771689497717,5,91,67,27,10,54,17,37,1,
382,1063,4.090310442144873,10,144,113,75,53,53,56,99,1,
383,215,4.530232558139535,4,43,23,7,1,13,3,29,1,
384,592,4.003378378378378,10,101,64,38,34,36,7,55,1,
385,99,4.585858585858586,1,15,14,9,5,12,7,8,0,
386,123,4.0,3,22,12,22,6,0,3,3,0,
387,13354,3.864984274374719,40,2834,1263,924,527,1447,356,1192,1,
388,740,4.143243243243243,6,95,60,82,48,80,17,57,1,
389,254,4.078740157480315,6,67,33,19,2,19,10,24,0,
390,494,3.5587044534412957,9,58,82,13,16,77,14,37,1,
391,77,3.961038961038961,3,17,5,11,0,7,2,10,0,
392,26,4.6923076923076925,2,6,2,4,0,3,1,2,0,
393,279,4.207885304659499,4,72,31,13,11,18,18,36,1,
394,46,4.304347826086956,2,6,6,3,2,5,0,5,1,
395,371,4.318059299191375,6,54,39,44,25,39,7,38,1,
396,592,3.935810810810811,7,105,87,36,5,60,0,47,1,
397,28,4.821428571428571,1,5,4,1,2,3,0,3,0,
398,248,4.387096774193548,4,55,17,26,13,11,4,27,0,
399,233,3.630901287553648,7,23,26,12,9,21,6,13,0,
400,53,4.09433962264151,2,8,6,3,3,7,2,7,0,
401,85,3.623529411764706,1,12,5,3,3,7,2,10,0,
402,418,4.394736842105263,6,78,48,33,4,17,4,47,1,
403,1328,4.130271084337349,10,235,160,130,110,121,22,118,1,
404,160,4.525,4,37,14,13,1,3,1,11,1,
405,1000,3.669,10,128,99,68,71,115,45,97,1,
406,78,4.333333333333333,2,13,7,6,5,5,2,12,0,
407,466,4.366952789699571,6,105,33,45,11,16,0,69,1,
408,150,4.173333333333333,3,24,13,26,5,17,6,18,0,
409,548,4.458029197080292,7,83,66,37,31,45,9,52,1,
410,1094,4.0996343692870205,8,264,95,81,35,67,31,105,1,
411,716,4.113128491620111,9,117,58,62,32,23,30,52,1,
412,156,4.198717948717949,3,36,29,4,7,19,7,20,0,
413,507,4.315581854043392,7,74,78,49,31,50,10,42,1,
414,496,4.211693548387097,8,107,64,9,33,61,12,47,1,
415,40,5.15,1,7,5,3,0,1,1,5,0,
416,766,4.704960835509138,9,133,82,36,46,29,17,64,1,
417,489,4.269938650306749,6,70,76,44,41,38,10,50,1,
418,117,4.094017094017094,3,16,10,11,10,9,4,9,1,
419,13,4.230769230769231,1,2,2,0,1,1,0,0,0,
420,202,4.346534653465347,2,39,29,12,8,7,8,17,0,
421,21,4.571428571428571,1,3,3,2,4,0,0,2,0,
422,212,4.372641509433962,5,40,15,21,7,9,1,25,0,
423,213,4.586854460093897,4,58,23,20,14,2,5,26,0,
424,106,4.8584905660377355,2,20,10,20,4,3,4,8,0,
425,49,4.142857142857143,2,11,2,4,5,1,2,7,0,
426,146,4.383561643835616,3,21,21,10,4,9,6,16,0,
427,155,4.632258064516129,4,20,9,11,3,12,9,14,0,
428,214,4.565420560747664,4,41,26,15,15,23,9,23,0,
429,122,4.040983606557377,3,28,15,6,0,17,8,10,0,
430,79,4.0,2,8,10,3,13,10,3,5,0,
431,161,3.5714285714285716,4,22,26,5,0,32,9,7,0,
432,318,3.8270440251572326,6,55,38,7,18,43,8,36,0,
433,19,4.157894736842105,1,2,3,1,2,0,0,3,0,
434,1219,4.8293683347005745,8,227,83,154,81,49,66,77,1,
435,53,5.056603773584905,1,6,7,8,6,3,3,4,0,
436,244,3.930327868852459,5,42,19,30,21,11,7,19,0,
437,250,5.236,4,40,32,22,13,15,16,14,1,
438,186,4.263440860215054,3,19,18,8,7,14,5,27,0,
439,19,5.894736842105263,1,7,0,1,1,2,2,1,0,
440,44,4.136363636363637,2,8,6,2,5,4,1,3,0,
441,82,4.463414634146342,2,13,11,7,5,5,2,7,0,
442,384,4.9453125,5,94,59,10,18,28,12,25,1,
443,107,3.4205607476635516,3,18,10,2,3,7,1,15,0,
